"","ratio","year","M","F"
"3471",1.5,1982,611578,628710
"3472",1.33333333333333,1982,235827,268770
"3473",0.5,1982,17302,17997
"3474",0.75,1982,10682,11508
"3475",0.666666666666667,1982,48089,52831
"3476",1.25,1982,34799,35733
"3477",1.66666666666667,1982,289091,302218
"3478",2.5,1982,325583,328382
"3479",3,1982,258366,258204
"3480",5,1982,15687,15657
"3481",4,1982,46584,45768
"3482",2.66666666666667,1982,59949,59770
"3483",2.33333333333333,1982,3872,3710
"3484",0.333333333333333,1982,298,350
"3485",0.6,1982,16,62
"3486",1.75,1982,130,131
"3487",3.5,1982,1054,1208
"3488",1.2,1982,11,54
"3489",0.8,1982,73,16
"3490",1.6,1982,0,75
"3491",0,1982,7,13
"3492",1.4,1982,19,26
"3493",6,1982,0,38
"3494",2.25,1982,0,19
"3495",1.16666666666667,1982,0,0
"3496",3.33333333333333,1982,0,0
"3497",1.8,1982,5,0
"3498",0.833333333333333,1982,0,0
"3499",0.857142857142857,1982,0,0
"3500",4.5,1982,0,0
"3501",2.75,1982,11,0
"3502",7,1982,0,0
"3503",1,1983,544304,579344
"3504",2,1983,820449,828065
"3505",1.5,1983,600804,617123
"3506",1.33333333333333,1983,228509,259387
"3507",0.5,1983,16510,17253
"3508",0.75,1983,10144,10623
"3509",0.666666666666667,1983,48492,53294
"3510",1.25,1983,33979,34827
"3511",1.66666666666667,1983,287926,300416
"3512",2.5,1983,325677,328638
"3513",3,1983,250192,250132
"3514",5,1983,14524,14510
"3515",4,1983,43623,42863
"3516",2.66666666666667,1983,60052,59897
"3517",2.33333333333333,1983,3536,3479
"3518",0.333333333333333,1983,288,324
"3519",0.6,1983,24,49
"3520",1.75,1983,119,114
"3521",3.5,1983,980,1107
"3522",1.2,1983,13,66
"3523",0.8,1983,66,21
"3524",1.6,1983,7,51
"3525",0,1983,10,20
"3526",1.4,1983,17,31
"3527",6,1983,0,15
"3528",2.25,1983,0,17
"3529",1.16666666666667,1983,0,0
"3530",3.33333333333333,1983,0,8
"3531",1.8,1983,10,0
"3532",0.833333333333333,1983,0,0
"3533",0.857142857142857,1983,0,0
"3534",4.5,1983,0,0
"3535",2.75,1983,8,0
"3536",7,1983,0,0
"3537",1,1984,540747,575822
"3538",2,1984,832159,840173
"3539",1.5,1984,603884,621153
"3540",1.33333333333333,1984,230585,262149
"3541",0.5,1984,16082,16761
"3542",0.75,1984,10276,10815
"3543",0.666666666666667,1984,47935,52801
"3544",1.25,1984,37010,38036
"3545",1.66666666666667,1984,293482,306303
"3546",2.5,1984,328496,331312
"3547",3,1984,248193,248188
"3548",5,1984,14313,14267
"3549",4,1984,43690,42979
"3550",2.66666666666667,1984,60689,60540
"3551",2.33333333333333,1984,3548,3486
"3552",0.333333333333333,1984,298,340
"3553",0.6,1984,27,43
"3554",1.75,1984,99,88
"3555",3.5,1984,919,1061
"3556",1.2,1984,13,65
"3557",0.8,1984,53,20
"3558",1.6,1984,0,89
"3559",0,1984,0,0
"3560",1.4,1984,15,40
"3561",6,1984,0,7
"3562",2.25,1984,0,14
"3563",1.16666666666667,1984,0,0
"3564",3.33333333333333,1984,0,0
"3565",1.8,1984,13,0
"3566",0.833333333333333,1984,0,0
"3567",0.857142857142857,1984,0,0
"3568",4.5,1984,0,0
"3569",2.75,1984,0,0
"3570",7,1984,0,0
"3571",1,1985,545950,581669
"3572",2,1985,860925,870480
"3573",1.5,1985,616218,633980
"3574",1.33333333333333,1985,235759,267778
"3575",0.5,1985,16459,17233
"3576",0.75,1985,11383,11974
"3577",0.666666666666667,1985,48301,53265
"3578",1.25,1985,39857,40897
"3579",1.66666666666667,1985,297309,310632
"3580",2.5,1985,332633,335977
"3581",3,1985,255672,255994
"3582",5,1985,14132,14039
"3583",4,1985,44811,43964
"3584",2.66666666666667,1985,60312,60158
"3585",2.33333333333333,1985,3802,3760
"3586",0.333333333333333,1985,320,330
"3587",0.6,1985,15,49
"3588",1.75,1985,152,138
"3589",3.5,1985,824,928
"3590",1.2,1985,14,76
"3591",0.8,1985,62,20
"3592",1.6,1985,6,89
"3593",0,1985,7,13
"3594",1.4,1985,20,24
"3595",6,1985,0,23
"3596",2.25,1985,11,16
"3597",1.16666666666667,1985,0,7
"3598",3.33333333333333,1985,0,6
"3599",1.8,1985,19,0
"3600",0.833333333333333,1985,0,0
"3601",0.857142857142857,1985,0,0
"3602",4.5,1985,0,0
"3603",2.75,1985,6,0
"3604",7,1985,0,0
"3605",1,1986,528675,564022
"3606",2,1986,864710,874878
"3607",1.5,1986,612489,630285
"3608",1.33333333333333,1986,241667,273494
"3609",0.5,1986,16677,17435
"3610",0.75,1986,11987,12565
"3611",0.666666666666667,1986,49192,54544
"3612",1.25,1986,41970,42977
"3613",1.66666666666667,1986,297432,310925
"3614",2.5,1986,334394,337911
"3615",3,1986,249366,249704
"3616",5,1986,13844,13782
"3617",4,1986,44341,43585
"3618",2.66666666666667,1986,57417,57242
"3619",2.33333333333333,1986,3629,3722
"3620",0.333333333333333,1986,302,331
"3621",0.6,1986,14,62
"3622",1.75,1986,160,103
"3623",3.5,1986,654,810
"3624",1.2,1986,19,83
"3625",0.8,1986,45,13
"3626",1.6,1986,18,90
"3627",0,1986,10,19
"3628",1.4,1986,20,62
"3629",6,1986,0,19
"3630",2.25,1986,11,9
"3631",1.16666666666667,1986,0,6
"3632",3.33333333333333,1986,0,8
"3633",1.8,1986,18,0
"3634",0.833333333333333,1986,0,0
"3635",0.857142857142857,1986,0,0
"3636",4.5,1986,0,0
"3637",2.75,1986,15,0
"3638",7,1986,0,0
"3639",1,1987,529068,565463
"3640",2,1987,887403,897200
"3641",1.5,1987,625214,643991
"3642",1.33333333333333,1987,249126,282973
"3643",0.5,1987,17436,18210
"3644",0.75,1987,12463,13152
"3645",0.666666666666667,1987,48816,54004
"3646",1.25,1987,44184,45475
"3647",1.66666666666667,1987,303706,317746
"3648",2.5,1987,331604,335467
"3649",3,1987,243477,243686
"3650",5,1987,13412,13294
"3651",4,1987,43276,42505
"3652",2.66666666666667,1987,55175,55018
"3653",2.33333333333333,1987,3654,3875
"3654",0.333333333333333,1987,321,340
"3655",0.6,1987,17,58
"3656",1.75,1987,212,143
"3657",3.5,1987,679,852
"3658",1.2,1987,13,73
"3659",0.8,1987,55,27
"3660",1.6,1987,29,112
"3661",0,1987,10,17
"3662",1.4,1987,26,58
"3663",6,1987,0,22
"3664",2.25,1987,17,26
"3665",1.16666666666667,1987,6,11
"3666",3.33333333333333,1987,0,12
"3667",1.8,1987,27,8
"3668",0.833333333333333,1987,0,0
"3669",0.857142857142857,1987,0,0
"3670",4.5,1987,0,0
"3671",2.75,1987,12,0
"3672",7,1987,0,0
"3673",1,1988,536958,576227
"3674",2,1988,911094,921399
"3675",1.5,1988,638607,657993
"3676",1.33333333333333,1988,249534,285758
"3677",0.5,1988,18715,19455
"3678",0.75,1988,13188,13849
"3679",0.666666666666667,1988,50866,56299
"3680",1.25,1988,49565,51145
"3681",1.66666666666667,1988,316017,331712
"3682",2.5,1988,338268,342241
"3683",3,1988,246291,246624
"3684",5,1988,13272,13195
"3685",4,1988,42692,42007
"3686",2.66666666666667,1988,53651,53525
"3687",2.33333333333333,1988,3690,3821
"3688",0.333333333333333,1988,344,392
"3689",0.6,1988,14,51
"3690",1.75,1988,211,165
"3691",3.5,1988,681,933
"3692",1.2,1988,31,92
"3693",0.8,1988,52,0
"3694",1.6,1988,23,102
"3695",0,1988,8,16
"3696",1.4,1988,31,72
"3697",6,1988,0,19
"3698",2.25,1988,13,23
"3699",1.16666666666667,1988,0,10
"3700",3.33333333333333,1988,0,14
"3701",1.8,1988,45,5
"3702",0.833333333333333,1988,0,0
"3703",0.857142857142857,1988,0,0
"3704",4.5,1988,0,0
"3705",2.75,1988,16,0
"3706",7,1988,0,0
"3707",1,1989,558685,601481
"3708",2,1989,955630,966467
"3709",1.5,1989,664868,684033
"3710",1.33333333333333,1989,255083,293160
"3711",0.5,1989,21576,22416
"3712",0.75,1989,15498,16056
"3713",0.666666666666667,1989,53959,60373
"3714",1.25,1989,53100,54705
"3715",1.66666666666667,1989,325272,342747
"3716",2.5,1989,345156,349249
"3717",3,1989,251765,251451
"3718",5,1989,13448,13382
"3719",4,1989,41931,41182
"3720",2.66666666666667,1989,53731,53595
"3721",2.33333333333333,1989,3681,3968
"3722",0.333333333333333,1989,429,472
"3723",0.6,1989,15,59
"3724",1.75,1989,197,198
"3725",3.5,1989,727,950
"3726",1.2,1989,47,108
"3727",0.8,1989,57,23
"3728",1.6,1989,11,88
"3729",0,1989,12,24
"3730",1.4,1989,40,50
"3731",6,1989,0,25
"3732",2.25,1989,13,27
"3733",1.16666666666667,1989,6,0
"3734",3.33333333333333,1989,0,0
"3735",1.8,1989,39,0
"3736",0.833333333333333,1989,0,0
"3737",0.857142857142857,1989,0,0
"3738",4.5,1989,0,0
"3739",2.75,1989,26,0
"3740",7,1989,0,0
"3741",1,1990,571145,616751
"3742",2,1990,986642,998001
"3743",1.5,1990,686352,706664
"3744",1.33333333333333,1990,260575,300881
"3745",0.5,1990,25727,26705
"3746",0.75,1990,16289,17256
"3747",0.666666666666667,1990,59206,66056
"3748",1.25,1990,57881,59582
"3749",1.66666666666667,1990,329389,346514
"3750",2.5,1990,348810,353885
"3751",3,1990,250900,251627
"3752",5,1990,13147,13136
"3753",4,1990,42347,41671
"3754",2.66666666666667,1990,52835,52712
"3755",2.33333333333333,1990,3641,3927
"3756",0.333333333333333,1990,461,480
"3757",0.6,1990,25,79
"3758",1.75,1990,218,180
"3759",3.5,1990,706,964
"3760",1.2,1990,24,133
"3761",0.8,1990,69,31
"3762",1.6,1990,40,76
"3763",0,1990,11,19
"3764",1.4,1990,95,105
"3765",6,1990,0,6
"3766",2.25,1990,28,16
"3767",1.16666666666667,1990,10,0
"3768",3.33333333333333,1990,0,12
"3769",1.8,1990,29,0
"3770",0.833333333333333,1990,0,5
"3771",0.857142857142857,1990,0,0
"3772",4.5,1990,0,0
"3773",2.75,1990,0,0
"3774",7,1990,0,0
"3775",1,1991,568159,614572
"3776",2,1991,967777,979966
"3777",1.5,1991,680450,702060
"3778",1.33333333333333,1991,258765,297592
"3779",0.5,1991,27794,28848
"3780",0.75,1991,16179,17223
"3781",0.666666666666667,1991,59934,66928
"3782",1.25,1991,60908,62792
"3783",1.66666666666667,1991,319718,336448
"3784",2.5,1991,342021,347084
"3785",3,1991,240105,240803
"3786",5,1991,12423,12445
"3787",4,1991,39272,38709
"3788",2.66666666666667,1991,47509,47454
"3789",2.33333333333333,1991,3433,3784
"3790",0.333333333333333,1991,410,432
"3791",0.6,1991,28,61
"3792",1.75,1991,200,176
"3793",3.5,1991,669,928
"3794",1.2,1991,39,136
"3795",0.8,1991,50,11
"3796",1.6,1991,25,73
"3797",0,1991,19,29
"3798",1.4,1991,71,88
"3799",6,1991,0,17
"3800",2.25,1991,5,15
"3801",1.16666666666667,1991,7,0
"3802",3.33333333333333,1991,0,0
"3803",1.8,1991,54,0
"3804",0.833333333333333,1991,0,0
"3805",0.857142857142857,1991,0,0
"3806",4.5,1991,0,0
"3807",2.75,1991,17,0
"3808",7,1991,0,0
"3809",1,1992,558530,605426
"3810",2,1992,953929,964441
"3811",1.5,1992,676273,697879
"3812",1.33333333333333,1992,261260,298407
"3813",0.5,1992,27622,28698
"3814",0.75,1992,16313,17389
"3815",0.666666666666667,1992,56595,64000
"3816",1.25,1992,63774,65692
"3817",1.66666666666667,1992,315032,331393
"3818",2.5,1992,332741,338003
"3819",3,1992,231933,232592
"3820",5,1992,11474,11516
"3821",4,1992,37427,36885
"3822",2.66666666666667,1992,42821,42752
"3823",2.33333333333333,1992,3191,3632
"3824",0.333333333333333,1992,411,430
"3825",0.6,1992,24,62
"3826",1.75,1992,188,232
"3827",3.5,1992,609,901
"3828",1.2,1992,33,135
"3829",0.8,1992,67,26
"3830",1.6,1992,10,82
"3831",0,1992,7,16
"3832",1.4,1992,60,70
"3833",6,1992,0,12
"3834",2.25,1992,21,25
"3835",1.16666666666667,1992,5,10
"3836",3.33333333333333,1992,0,5
"3837",1.8,1992,27,0
"3838",0.833333333333333,1992,0,5
"3839",0.857142857142857,1992,5,5
"3840",4.5,1992,0,0
"3841",2.75,1992,16,0
"3842",7,1992,0,0
"3843",1,1993,552958,601139
"3844",2,1993,932090,940372
"3845",1.5,1993,678855,699298
"3846",1.33333333333333,1993,256909,292984
"3847",0.5,1993,28858,29984
"3848",0.75,1993,16515,17584
"3849",0.666666666666667,1993,55355,62877
"3850",1.25,1993,63765,65655
"3851",1.66666666666667,1993,304269,319333
"3852",2.5,1993,318846,324094
"3853",3,1993,222768,223007
"3854",5,1993,10845,10969
"3855",4,1993,36002,35628
"3856",2.66666666666667,1993,38549,38467
"3857",2.33333333333333,1993,3064,3595
"3858",0.333333333333333,1993,387,415
"3859",0.6,1993,16,67
"3860",1.75,1993,180,196
"3861",3.5,1993,692,890
"3862",1.2,1993,24,216
"3863",0.8,1993,82,39
"3864",1.6,1993,17,77
"3865",0,1993,16,20
"3866",1.4,1993,46,67
"3867",6,1993,0,8
"3868",2.25,1993,10,15
"3869",1.16666666666667,1993,5,0
"3870",3.33333333333333,1993,0,8
"3871",1.8,1993,39,0
"3872",0.833333333333333,1993,0,0
"3873",0.857142857142857,1993,0,0
"3874",4.5,1993,0,0
"3875",2.75,1993,27,0
"3876",7,1993,0,0
"3877",1,1994,556645,605789
"3878",2,1994,902218,909108
"3879",1.5,1994,677033,696857
"3880",1.33333333333333,1994,258464,294239
"3881",0.5,1994,29726,30972
"3882",0.75,1994,16743,17975
"3883",0.666666666666667,1994,54707,62618
"3884",1.25,1994,62643,64403
"3885",1.66666666666667,1994,300004,314018
"3886",2.5,1994,310127,314800
"3887",3,1994,215141,215377
"3888",5,1994,9997,10186
"3889",4,1994,34837,34535
"3890",2.66666666666667,1994,35099,35024
"3891",2.33333333333333,1994,2898,3197
"3892",0.333333333333333,1994,399,441
"3893",0.6,1994,25,65
"3894",1.75,1994,210,197
"3895",3.5,1994,650,858
"3896",1.2,1994,52,160
"3897",0.8,1994,97,43
"3898",1.6,1994,5,96
"3899",0,1994,26,36
"3900",1.4,1994,40,68
"3901",6,1994,0,0
"3902",2.25,1994,5,24
"3903",1.16666666666667,1994,8,10
"3904",3.33333333333333,1994,0,0
"3905",1.8,1994,30,0
"3906",0.833333333333333,1994,0,0
"3907",0.857142857142857,1994,6,6
"3908",4.5,1994,0,0
"3909",2.75,1994,15,0
"3910",7,1994,0,0
"3911",1,1995,561732,612771
"3912",2,1995,874174,881909
"3913",1.5,1995,667211,688012
"3914",1.33333333333333,1995,255132,287057
"3915",0.5,1995,32142,33464
"3916",0.75,1995,17339,18612
"3917",0.666666666666667,1995,56547,64862
"3918",1.25,1995,61158,63132
"3919",1.66666666666667,1995,291715,304198
"3920",2.5,1995,303061,308346
"3921",3,1995,210718,210846
"3922",5,1995,9483,9655
"3923",4,1995,34590,34335
"3924",2.66666666666667,1995,32974,32908
"3925",2.33333333333333,1995,2655,2979
"3926",0.333333333333333,1995,422,464
"3927",0.6,1995,21,76
"3928",1.75,1995,228,233
"3929",3.5,1995,610,901
"3930",1.2,1995,38,137
"3931",0.8,1995,73,53
"3932",1.6,1995,16,94
"3933",0,1995,11,18
"3934",1.4,1995,57,64
"3935",6,1995,0,5
"3936",2.25,1995,17,17
"3937",1.16666666666667,1995,0,6
"3938",3.33333333333333,1995,0,0
"3939",1.8,1995,55,0
"3940",0.833333333333333,1995,0,8
"3941",0.857142857142857,1995,0,0
"3942",4.5,1995,0,0
"3943",2.75,1995,19,0
"3944",7,1995,0,0
"3945",1,1996,563279,616880
"3946",2,1996,851753,858578
"3947",1.5,1996,667854,690688
"3948",1.33333333333333,1996,260196,289995
"3949",0.5,1996,33926,35405
"3950",0.75,1996,18717,20172
"3951",0.666666666666667,1996,59971,68934
"3952",1.25,1996,59578,61678
"3953",1.66666666666667,1996,288734,301030
"3954",2.5,1996,297299,303220
"3955",3,1996,208131,208279
"3956",5,1996,9229,9495
"3957",4,1996,34873,34616
"3958",2.66666666666667,1996,31116,31076
"3959",2.33333333333333,1996,2797,3078
"3960",0.333333333333333,1996,424,476
"3961",0.6,1996,31,60
"3962",1.75,1996,256,177
"3963",3.5,1996,716,1036
"3964",1.2,1996,51,140
"3965",0.8,1996,74,53
"3966",1.6,1996,27,92
"3967",0,1996,6,11
"3968",1.4,1996,39,68
"3969",6,1996,0,0
"3970",2.25,1996,36,23
"3971",1.16666666666667,1996,0,0
"3972",3.33333333333333,1996,0,0
"3973",1.8,1996,62,0
"3974",0.833333333333333,1996,0,5
"3975",0.857142857142857,1996,0,0
"3976",4.5,1996,0,0
"3977",2.75,1996,26,0
"3978",7,1996,0,0
"3979",1,1997,566924,623557
"3980",2,1997,833410,839577
"3981",1.5,1997,670221,692013
"3982",1.33333333333333,1997,264423,294633
"3983",0.5,1997,36599,38365
"3984",0.75,1997,19480,21038
"3985",0.666666666666667,1997,62287,71652
"3986",1.25,1997,58309,60455
"3987",1.66666666666667,1997,282783,295185
"3988",2.5,1997,284518,290251
"3989",3,1997,204480,204893
"3990",5,1997,8619,8951
"3991",4,1997,33859,33615
"3992",2.66666666666667,1997,29335,29309
"3993",2.33333333333333,1997,2657,2986
"3994",0.333333333333333,1997,420,484
"3995",0.6,1997,34,57
"3996",1.75,1997,262,214
"3997",3.5,1997,859,1196
"3998",1.2,1997,61,124
"3999",0.8,1997,106,69
"4000",1.6,1997,28,74
"4001",0,1997,14,14
"4002",1.4,1997,63,76
"4003",6,1997,0,0
"4004",2.25,1997,8,17
"4005",1.16666666666667,1997,0,9
"4006",3.33333333333333,1997,0,0
"4007",1.8,1997,43,0
"4008",0.833333333333333,1997,0,0
"4009",0.857142857142857,1997,10,10
"4010",4.5,1997,0,0
"4011",2.75,1997,34,0
"4012",7,1997,0,0
"4013",1,1998,589880,650310
"4014",2,1998,832852,839480
"4015",1.5,1998,681035,703057
"4016",1.33333333333333,1998,270508,300507
"4017",0.5,1998,39258,41270
"4018",0.75,1998,20403,22023
"4019",0.666666666666667,1998,64050,74180
"4020",1.25,1998,59914,61947
"4021",1.66666666666667,1998,278239,291407
"4022",2.5,1998,282827,288553
"4023",3,1998,204756,205439
"4024",5,1998,9015,9324
"4025",4,1998,33580,33374
"4026",2.66666666666667,1998,27206,27189
"4027",2.33333333333333,1998,2686,3007
"4028",0.333333333333333,1998,461,605
"4029",0.6,1998,18,76
"4030",1.75,1998,296,199
"4031",3.5,1998,949,1305
"4032",1.2,1998,56,102
"4033",0.8,1998,75,83
"4034",1.6,1998,25,84
"4035",0,1998,9,17
"4036",1.4,1998,81,58
"4037",6,1998,0,0
"4038",2.25,1998,16,16
"4039",1.16666666666667,1998,5,21
"4040",3.33333333333333,1998,0,0
"4041",1.8,1998,53,0
"4042",0.833333333333333,1998,0,0
"4043",0.857142857142857,1998,0,0
"4044",4.5,1998,0,0
"4045",2.75,1998,15,0
"4046",7,1998,0,0
"4047",1,1999,600801,663158
"4048",2,1999,825033,832441
"4049",1.5,1999,686205,711033
"4050",1.33333333333333,1999,266420,295466
"4051",0.5,1999,41443,43592
"4052",0.75,1999,21281,23007
"4053",0.666666666666667,1999,65721,76197
"4054",1.25,1999,59955,62227
"4055",1.66666666666667,1999,276875,290792
"4056",2.5,1999,277517,283505
"4057",3,1999,208285,208862
"4058",5,1999,8869,9205
"4059",4,1999,33018,32764
"4060",2.66666666666667,1999,25851,25758
"4061",2.33333333333333,1999,2887,3220
"4062",0.333333333333333,1999,466,643
"4063",0.6,1999,21,96
"4064",1.75,1999,269,210
"4065",3.5,1999,1014,1323
"4066",1.2,1999,58,126
"4067",0.8,1999,109,78
"4068",1.6,1999,18,70
"4069",0,1999,16,16
"4070",1.4,1999,69,83
"4071",6,1999,0,0
"4072",2.25,1999,0,15
"4073",1.16666666666667,1999,5,18
"4074",3.33333333333333,1999,0,0
"4075",1.8,1999,24,0
"4076",0.833333333333333,1999,0,0
"4077",0.857142857142857,1999,14,14
"4078",4.5,1999,0,0
"4079",2.75,1999,7,0
"4080",7,1999,0,0
"4081",1,2000,618829,688042
"4082",2,2000,828303,835522
"4083",1.5,2000,707709,733386
"4084",1.33333333333333,2000,268346,298144
"4085",0.5,2000,47851,50279
"4086",0.75,2000,22993,24996
"4087",0.666666666666667,2000,69802,82068
"4088",1.25,2000,59758,62444
"4089",1.66666666666667,2000,284301,298995
"4090",2.5,2000,274961,280519
"4091",3,2000,211703,211917
"4092",5,2000,8856,9120
"4093",4,2000,33067,32723
"4094",2.66666666666667,2000,25119,25117
"4095",2.33333333333333,2000,3053,3477
"4096",0.333333333333333,2000,505,658
"4097",0.6,2000,25,85
"4098",1.75,2000,320,270
"4099",3.5,2000,954,1351
"4100",1.2,2000,41,123
"4101",0.8,2000,103,117
"4102",1.6,2000,23,80
"4103",0,2000,26,26
"4104",1.4,2000,79,87
"4105",6,2000,0,0
"4106",2.25,2000,16,20
"4107",1.16666666666667,2000,12,14
"4108",3.33333333333333,2000,0,0
"4109",1.8,2000,46,0
"4110",0.833333333333333,2000,0,0
"4111",0.857142857142857,2000,22,22
"4112",4.5,2000,0,0
"4113",2.75,2000,5,0
"4114",7,2000,0,0
"4115",1,2001,623985,696373
"4116",2,2001,803319,812409
"4117",1.5,2001,716570,742338
"4118",1.33333333333333,2001,266452,295853
"4119",0.5,2001,51938,54325
"4120",0.75,2001,24865,27249
"4121",0.666666666666667,2001,70994,83319
"4122",1.25,2001,59010,61531
"4123",1.66666666666667,2001,272258,286985
"4124",2.5,2001,258797,264473
"4125",3,2001,203348,203500
"4126",5,2001,8561,8877
"4127",4,2001,31380,31057
"4128",2.66666666666667,2001,23323,23299
"4129",2.33333333333333,2001,2794,3335
"4130",0.333333333333333,2001,641,789
"4131",0.6,2001,17,95
"4132",1.75,2001,321,246
"4133",3.5,2001,965,1370
"4134",1.2,2001,51,126
"4135",0.8,2001,98,120
"4136",1.6,2001,11,125
"4137",0,2001,13,13
"4138",1.4,2001,64,103
"4139",6,2001,0,0
"4140",2.25,2001,22,16
"4141",1.16666666666667,2001,0,11
"4142",3.33333333333333,2001,0,0
"4143",1.8,2001,31,0
"4144",0.833333333333333,2001,0,0
"4145",0.857142857142857,2001,15,15
"4146",4.5,2001,0,0
"4147",2.75,2001,15,0
"4148",7,2001,0,0
"4149",1,2002,640157,713425
"4150",2,2002,788921,797683
"4151",1.5,2002,724652,751771
"4152",1.33333333333333,2002,264745,292754
"4153",0.5,2002,58197,60729
"4154",0.75,2002,25056,27695
"4155",0.666666666666667,2002,74470,88427
"4156",1.25,2002,59614,62372
"4157",1.66666666666667,2002,257846,272621
"4158",2.5,2002,251600,257434
"4159",3,2002,197081,197461
"4160",5,2002,8507,8810
"4161",4,2002,30688,30282
"4162",2.66666666666667,2002,21853,21803
"4163",2.33333333333333,2002,2779,3223
"4164",0.333333333333333,2002,666,797
"4165",0.6,2002,18,87
"4166",1.75,2002,289,179
"4167",3.5,2002,1103,1413
"4168",1.2,2002,77,112
"4169",0.8,2002,123,128
"4170",1.6,2002,13,85
"4171",0,2002,19,24
"4172",1.4,2002,93,93
"4173",6,2002,0,0
"4174",2.25,2002,0,17
"4175",1.16666666666667,2002,0,23
"4176",3.33333333333333,2002,5,0
"4177",1.8,2002,46,0
"4178",0.833333333333333,2002,11,23
"4179",0.857142857142857,2002,32,27
"4180",4.5,2002,0,0
"4181",2.75,2002,11,0
"4182",7,2002,0,0
"4183",1,2003,670530,749223
"4184",2,2003,798741,809799
"4185",1.5,2003,735597,765653
"4186",1.33333333333333,2003,258967,288254
"4187",0.5,2003,64638,67529
"4188",0.75,2003,26882,29870
"4189",0.666666666666667,2003,79026,94290
"4190",1.25,2003,59083,61882
"4191",1.66666666666667,2003,249096,264198
"4192",2.5,2003,246108,252097
"4193",3,2003,197261,197395
"4194",5,2003,9706,9975
"4195",4,2003,30483,30288
"4196",2.66666666666667,2003,20940,20887
"4197",2.33333333333333,2003,2708,3169
"4198",0.333333333333333,2003,798,954
"4199",0.6,2003,35,77
"4200",1.75,2003,353,217
"4201",3.5,2003,1237,1611
"4202",1.2,2003,54,118
"4203",0.8,2003,96,137
"4204",1.6,2003,44,80
"4205",0,2003,18,18
"4206",1.4,2003,97,117
"4207",6,2003,0,0
"4208",2.25,2003,18,11
"4209",1.16666666666667,2003,0,24
"4210",3.33333333333333,2003,0,0
"4211",1.8,2003,10,0
"4212",0.833333333333333,2003,16,16
"4213",0.857142857142857,2003,49,49
"4214",4.5,2003,0,0
"4215",2.75,2003,0,0
"4216",7,2003,0,0
"4217",1,2004,681651,762269
"4218",2,2004,799295,810118
"4219",1.5,2004,740125,771206
"4220",1.33333333333333,2004,258796,288628
"4221",0.5,2004,68906,71836
"4222",0.75,2004,28142,31156
"4223",0.666666666666667,2004,82652,98210
"4224",1.25,2004,59555,62435
"4225",1.66666666666667,2004,242243,258440
"4226",2.5,2004,239761,245530
"4227",3,2004,193867,193970
"4228",5,2004,9520,9772
"4229",4,2004,30104,29620
"4230",2.66666666666667,2004,19847,19885
"4231",2.33333333333333,2004,2729,3160
"4232",0.333333333333333,2004,831,944
"4233",0.6,2004,30,80
"4234",1.75,2004,343,202
"4235",3.5,2004,1404,1873
"4236",1.2,2004,65,119
"4237",0.8,2004,86,121
"4238",1.6,2004,19,62
"4239",0,2004,28,28
"4240",1.4,2004,104,110
"4241",6,2004,0,0
"4242",2.25,2004,18,13
"4243",1.16666666666667,2004,0,13
"4244",3.33333333333333,2004,0,0
"4245",1.8,2004,20,0
"4246",0.833333333333333,2004,27,43
"4247",0.857142857142857,2004,58,53
"4248",4.5,2004,0,0
"4249",2.75,2004,0,0
"4250",7,2004,0,0
"4251",1,2005,693902,780306
"4252",2,2005,793441,804462
"4253",1.5,2005,738286,771732
"4254",1.33333333333333,2005,258970,288985
"4255",0.5,2005,77489,80656
"4256",0.75,2005,29218,32482
"4257",0.666666666666667,2005,85571,102166
"4258",1.25,2005,59248,62328
"4259",1.66666666666667,2005,237539,254359
"4260",2.5,2005,235009,240114
"4261",3,2005,193104,193042
"4262",5,2005,9605,9783
"4263",4,2005,29308,28814
"4264",2.66666666666667,2005,19313,19370
"4265",2.33333333333333,2005,2680,3500
"4266",0.333333333333333,2005,876,1029
"4267",0.6,2005,32,64
"4268",1.75,2005,387,234
"4269",3.5,2005,1709,2070
"4270",1.2,2005,65,97
"4271",0.8,2005,137,124
"4272",1.6,2005,22,83
"4273",0,2005,20,20
"4274",1.4,2005,74,107
"4275",6,2005,10,0
"4276",2.25,2005,7,14
"4277",1.16666666666667,2005,5,8
"4278",3.33333333333333,2005,0,0
"4279",1.8,2005,24,0
"4280",0.833333333333333,2005,18,34
"4281",0.857142857142857,2005,28,23
"4282",4.5,2005,0,0
"4283",2.75,2005,12,0
"4284",7,2005,0,0
"4285",1,2006,716921,812602
"4286",2,2006,803719,815645
"4287",1.5,2006,754491,791190
"4288",1.33333333333333,2006,265454,297658
"4289",0.5,2006,83051,86571
"4290",0.75,2006,32415,36015
"4291",0.666666666666667,2006,90841,108808
"4292",1.25,2006,60289,64109
"4293",1.66666666666667,2006,234557,253063
"4294",2.5,2006,239582,245344
"4295",3,2006,196530,196049
"4296",5,2006,9839,9961
"4297",4,2006,30158,29395
"4298",2.66666666666667,2006,19868,19869
"4299",2.33333333333333,2006,3003,3658
"4300",0.333333333333333,2006,841,1012
"4301",0.6,2006,31,84
"4302",1.75,2006,393,249
"4303",3.5,2006,2059,2464
"4304",1.2,2006,70,112
"4305",0.8,2006,89,111
"4306",1.6,2006,12,68
"4307",0,2006,32,32
"4308",1.4,2006,90,96
"4309",6,2006,11,0
"4310",2.25,2006,6,6
"4311",1.16666666666667,2006,0,12
